date,desc,ref,debit,credit,balance,flagged,category
2025-01-30,INDIAN OIL FUEL,51046368,544.27,0.0,7621.96,False,Uncategorized
2025-01-31,PVR CINEMAS,00384576,0.0,9069.55,16691.51,False,Uncategorized
2025-02-01,LIC PREMIUM,40460843,10743.78,0.0,5947.73,False,Uncategorized
2025-02-01,INDIAN OIL FUEL,36392649,1305.52,0.0,4642.21,False,Uncategorized
2025-02-01,BIGBASKET,48262925,1025.98,0.0,3616.23,False,Shopping / Groceries
2025-02-01,PAYTM WALLET,66474231,838.13,0.0,2778.1,False,Uncategorized
2025-02-02,BESCOM ELECTRICITY,30517289,0.0,25581.88,28359.98,False,Utilities
2025-02-03,DMART RETAIL,04633312,7495.82,0.0,20864.16,False,Shopping / Groceries
2025-02-04,NYKAA ECOMM,65699988,19325.87,0.0,1538.29,False,Uncategorized
2025-02-05,OLA CABS,08680347,459.89,0.0,1078.4,False,Transport
2025-02-05,BIGBASKET,77181298,68.63,0.0,1009.77,False,Shopping / Groceries
2025-02-06,PAYTM WALLET,37145211,0.0,20497.58,21507.35,False,Uncategorized
2025-02-07,RELIANCE FRESH,68602592,6318.81,0.0,15188.54,False,Uncategorized
2025-02-08,RELIANCE FRESH,12309407,4408.35,0.0,10780.19,False,Uncategorized
2025-02-09,DMART RETAIL,71990384,2126.02,0.0,8654.17,False,Shopping / Groceries
2025-02-09,ISHA VERMA,99451016,0.0,29449.47,38103.64,False,Uncategorized
2025-02-11,RELIANCE FRESH,79501455,26834.36,0.0,11269.28,False,Uncategorized
2025-02-11,AIRTEL PREPAID,58683390,6184.38,0.0,5084.9,False,Mobile & Recharge
2025-02-12,DMART RETAIL,95489952,1256.21,0.0,3828.69,False,Shopping / Groceries
2025-02-14,CAFE COFFEE DAY,43010713,363.64,0.0,3465.05,False,Uncategorized
2025-02-15,CAFE COFFEE DAY,44144885,357.19,0.0,3107.86,False,Uncategorized
2025-02-16,NETFLIX ENTERTAINMENT,57702727,178.02,0.0,2929.84,False,Uncategorized
2025-02-18,INDIAN OIL FUEL,58803955,0.0,23520.13,26449.97,False,Uncategorized
2025-02-19,OLA CABS,29145046,6892.9,0.0,19557.07,False,Transport
2025-02-20,RELIANCE FRESH,15031780,13722.9,0.0,5834.17,False,Uncategorized
2025-02-21,BIGBASKET,18230768,1055.44,0.0,4778.73,False,Shopping / Groceries
2025-02-23,ZOMATO ONLINE,84094353,637.11,0.0,4141.62,False,Food & Dining
2025-02-24,ZOMATO ONLINE,09881385,489.39,0.0,3652.23,False,Food & Dining
2025-02-26,PAYTM WALLET,58702070,339.0,0.0,3313.23,False,Uncategorized
2025-02-27,CAFE COFFEE DAY,79545381,903.91,0.0,2409.32,False,Uncategorized
2025-03-01,APOLLO PHARMACY,73329456,532.75,0.0,1876.57,False,Uncategorized
2025-03-02,APOLLO PHARMACY,24599281,0.0,21468.75,23345.32,False,Uncategorized
2025-03-04,MYNTRA DESIGNS,63938276,0.0,13700.0,37045.32,False,Uncategorized
2025-03-05,PVR CINEMAS,32197199,19675.61,0.0,17369.71,False,Uncategorized
2025-03-06,SNEHA CHOUDHARY,65701329,0.0,43021.37,60391.08,False,Uncategorized
2025-03-07,IRCTC RAIL TICKET,54946519,27758.41,0.0,32632.67,False,Uncategorized
2025-03-07,FLIPKART INTERNET,08514036,2949.11,0.0,29683.56,False,Shopping / Groceries
2025-03-08,STAR HEALTH INSURANCE,23865624,24598.58,0.0,5084.98,False,Uncategorized
2025-03-10,DMART RETAIL,21267969,0.0,32502.06,37587.04,False,Shopping / Groceries
2025-03-11,DMART RETAIL,90973846,17404.46,0.0,20182.58,False,Shopping / Groceries
2025-03-11,CAFE COFFEE DAY,12847818,1580.12,0.0,18602.46,False,Uncategorized
2025-03-13,URBAN CLAP SERVICES,94905807,1293.25,0.0,17309.21,False,Uncategorized
2025-03-15,JIO RECHARGE,42094940,15978.22,0.0,1330.99,False,Mobile & Recharge
2025-03-15,RITU GUPTA,28144294,311.91,0.0,1019.08,False,Uncategorized
2025-03-16,APOLLO PHARMACY,52437280,0.0,26690.89,27709.97,False,Uncategorized
2025-03-16,INDIAN OIL FUEL,72395041,4246.19,0.0,23463.78,False,Uncategorized
2025-03-17,OLA CABS,67428604,5586.89,0.0,17876.89,False,Transport
2025-03-19,UBER TRIP,69454414,4516.79,0.0,13360.1,False,Transport
2025-03-21,RELIANCE FRESH,58001061,2404.66,0.0,10955.44,False,Uncategorized
2025-03-21,FLIPKART INTERNET,93911192,641.01,0.0,10314.43,False,Shopping / Groceries
2025-03-23,SWIGGY BANGALORE,74654214,0.0,13361.4,23675.83,False,Food & Dining
2025-03-23,SWIGGY BANGALORE,73962712,0.0,36604.12,60279.95,False,Food & Dining
2025-03-25,FLIPKART INTERNET,11947072,0.0,19954.94,80234.89,False,Shopping / Groceries
2025-03-25,LIC PREMIUM,77661830,40722.1,0.0,39512.79,False,Uncategorized
2025-03-26,OLA CABS,01585174,16247.49,0.0,23265.3,False,Transport
2025-03-27,ZOMATO ONLINE,57173203,13554.33,0.0,9710.97,False,Food & Dining
2025-03-28,PVR CINEMAS,70050506,0.0,24393.76,34104.73,False,Uncategorized
2025-03-30,BESCOM ELECTRICITY,10270790,24214.78,0.0,9889.95,False,Utilities
2025-04-01,APOLLO PHARMACY,92911179,0.0,13934.08,23824.03,False,Uncategorized
2025-04-02,ZOMATO ONLINE,98253092,5586.31,0.0,18237.72,False,Food & Dining
2025-04-02,RELIANCE FRESH,73902196,7687.08,0.0,10550.64,False,Uncategorized
2025-04-02,MYNTRA DESIGNS,46723248,0.0,41687.24,52237.88,False,Uncategorized
2025-04-03,NYKAA ECOMM,14560833,26892.8,0.0,25345.08,False,Uncategorized
2025-04-04,PETROL PUMP HP,34031277,4483.17,0.0,20861.91,False,Uncategorized
2025-04-06,NYKAA ECOMM,70108220,9550.1,0.0,11311.81,False,Uncategorized
2025-04-06,INDIAN OIL FUEL,53153136,1487.42,0.0,9824.39,False,Uncategorized
2025-04-07,IRCTC RAIL TICKET,97265273,2587.12,0.0,7237.27,False,Uncategorized
2025-04-07,ZOMATO ONLINE,77625349,0.0,25654.66,32891.93,False,Food & Dining
2025-04-08,STAR HEALTH INSURANCE,39774063,4028.37,0.0,28863.56,False,Uncategorized
2025-04-08,AJAY SHARMA,60078068,26690.96,0.0,2172.6,False,Uncategorized
2025-04-09,SHREYA KAPOOR,32543107,0.0,25198.14,27370.74,False,Uncategorized
2025-04-11,RAKESH MALHOTRA,25701658,4541.9,0.0,22828.84,False,Uncategorized
